hsn_code,description
8476.29.00,Other <br> Other machines :
8476.81,Incorporating heating or refrigerating devices
8476.81.10,Incorporating refrigerating devices
8476.81.20,Incorporating heating devices
8476.89,Other
8476.89.10,Money changing machines
8476.89.20,Postage stamps vending machines
8476.89.30,Cigarette vending machines
8476.89.90,Other
8476.90,Parts
8476.90.10,Of machines of sub-heading 847621
8476.90.90,Other
8477,"products from these materials, not specified or included elsewhere"
8477.10,Injection-moulding machines
8477.10.00,Injection-moulding machines
8477.20,Extruders
8477.20.00,Extruders
8477.30,Blow moulding machines
8477.30.00,Blow moulding machines
8477.40,Vacuum moulding machines and Other thermoforming machines
8477.59,Other
8477.59.00,Other
8477.80,Other machinery
8477.80.10,Machinery for making rubber goods
8477.80.90,Other
8477.90,Parts
8477.90.00,Parts
8478.10,machinery
8478.10.10,Cigar making machinery
8478.10.20,Cigarette making machinery
8478.10.90,Other
8478.90,Parts
8478.90.00,Parts
8479.10.00,"Machinery for public works, building or the like"
8479.20.10,Oil seed crushing/grinding machinery including purifying tanks
8479.20.90,Other
8479.30.00,wood or other ligneous materials and other machinery for treating wood or
8479.40.00,Rope or cable-making machines
8479.50.00,"Industrial robots, for treating metal, including electric wire coil winders"
8479.60.00,Evaporative air coolers <br> Other machines and mechanical appliances:
84797100,Of a kind used in airports
84797900,Other
8479.81,"for treating metal, including electric Wire coil-winders"
8479.81.00,"For treating metal, including electric wire coil-winders"
8479.89,Other
8479.89.10,Soap cutting or moulding machinery
8479.89.30,Mechanical shifting machines
8479.89.40,Ultrasonic Transducers
8479.89.50,Car washing machines and related appliances
8479.89.60,Coke oven plants
8479.89.99,Other
8479.90,Parts
8479.90.10,"Of machines for public works, building and the like"
8479.90.20,Of machines for the extraction of animal or fruit and vegetable fats or oil
8479.90.30,Of machines and mechanical appliances for treating wood
8479.90.40,Of machinery used for manufacture of chemicals and pharmaceuticals
8479.90.90,Other
8480,"moulds for metal (other than ingot moulds), metal carbides, glass,"
8480.10,moulding boxes for metal foundry
8480.10.00,Moulding boxes for metal foundry
8480.20,Mould bases
8480.20.00,Mould bases
8480.30,moulding patterns
8480.30.00,Moulding patterns <br> Moulds for metal or metal carbides:
8480.41,Injection or Compression types
8480.41.00,Injection or compression types
8480.49,Other
8480.49.00,Other
8480.50,moulds for glass
8480.50.00,Moulds for glass
8480.60,moulds for mineral materials
8480.60.00,Moulds for mineral materials <br> Moulds for rubber or plastics :
8480.71,Injection or Compression types
8480.71.00,Injection or compression types
8480.79,Other
8480.79.00,Other
8481,"tanks, vats or the like, including pressure-reducing valves and"
8481.10,pressure-reducing valves
8481.10.00,Pressure-reducing valves
8481.20,valves for oleohydraulic or pneumatic transmissions
8481.20.00,Valves for oleo hydraulic or pneumatic transmissions
8481.30,Check (nonreturn) valves
8481.30.00,Check (nonreturn) valves
8481.40,Safety or relief valves
8481.40.00,Safety or relief valves
8481.80,Other Appliances
8481.80.10,"Taps, cocks and similar appliances of iron/steel"
8481.80.20,"Taps, cocks and similar appliances of non-ferrous metal"
8481.80.41,For Bicycles
8481.80.49,Other
8481.80.90,Other
8481.90,Parts
8481.90.10,Of Bicycles valves
8481.90.90,Other
8482,Ball or roller bearings.
8482.10,Ball bearings
8482.10.11,Not exceeding 50mm bore diameter
8482.10.12,Of bore diameter exceeding 50 mm but not exceeding 100 mm
8482.10.13,Of bore diameter exceeding 100 mm
8482.10.20,Other ball bearing (radial type) of bore diameter not exceeding 50mm
8482.10.40,Of bore diameter exceeding 100mm <br> Thrust ball bearings:
8482.10.51,Of bore diameter not exceeding 50mm
8482.10.52,Of bore diameter exceeding 50 mm but not exceeding 100 mm
8482.10.53,Of bore diameter exceeding 100 mm
8482.10.90,Other
8482.20.11,Of bore diameter not exceeding 50 mm
8482.20.13,Of bore diameter exceeding 100 mm
8482.20.90,Other
8482.30,Spherical Roller bearings
8482.30.00,Spherical roller bearings
8482.40,Needle Roller bearings
8482.40.00,Needle roller bearings
8482.50,Other cylindrical Roller bearings
8482.50.11,Of bore diameter not exceeding 50 mm
8482.50.12,Of bore diameter exceeding 50 mm diameter but not exceeding 100 mm
8482.50.13,Of bore diameter exceeding 100 mm <br> Thrust roller bearings
8482.50.21,Of bore diameter not exceeding 50 mm
8482.50.22,Of bore diameter exceeding 50 mm but not exceeding 100 mm
8482.50.23,Of bore diameter exceeding 100 mm
8482.80,"Other, including combined Ball/Roller bearings"
8482.80.00,"Other, including combined ball/roller bearings <br> Parts:"
8482.91,"balls, needles and rollers"
8482.91.11,Of nickel alloys
8482.91.12,Of tungsten carbide
8482.91.13,Of special stainless steel
8482.91.14,Of high speed steel
8482.91.19,Other
8482.91.20,Needles
8482.91.30,Rollers
8482.99,Other
8482.99.00,Other
8483,"gearing; ball or roller screws; gear boxes and other speed changers,"
8483.10.10,Crank shafts for sewing machines <br> Other:
8483.10.91,Crank shaft for engine of heading 8407
8483.10.92,Crank shaft for engine of heading 8408
8483.10.99,Other
8483.20,"Bearing housings, Incorporating Ball or Roller bearings"
8483.20.00,"Bearing housings, incorporation ball or roller bearings"
8483.40.00,other transmission elements presented separately; ball or roller screws;
8483.50,"Flywheels and pulleys, including pulley blocks"
8483.50.10,"Pulleys, power transmission"
8483.50.90,Other
8483.60,Clutches and shaft couplings (including universal joints)
8483.60.10,Flexible coupling
8483.60.20,Fluid coupling
8483.60.90,Other
8484.10.90,Other
8484.20,Mechanical seals
8484.20.00,Mechanical seals
8484.90,Other
8484.90.00,Other
8486,"devices, electronic integrated circuits or flat panel displays;"
8486.10,machines and apparatus for the manufacture of boules or wafers
8486.30,machines and apparatus for the manufacture of flat panel displays
8486.30.00,Machines and apparatus for the manufacture of flat panel displays
8486.40,- Machines and apparatus specified in Note 9 (C) to this Chapter
8486.40.00,Machines and apparatus specified in Note 9© to this chapter
8486.90,Parts and accessories
8486.90.00,Parts and accessories
8487,"coils, contacts or other electrical features, not specified or included"
8487.10,- Ships' or boats' propellers and blades therefor
8487.90,Other
8487.90.00,Other
8501,Electric motors and generators (excluding generating sets).
8501.10,- Motors of an output not exceeding 37.5 W
8501.10.11,Micro motor
8501.10.12,Stepper motor
8501.10.13,Wiper motor
8501.10.19,Other
8501.10.20,AC motor
8501.20,- Universal AC/DC motors of an output exceeding 37.5 W
8501.31,-- Of an output not exceeding 750 W
8501.31.11,Micro motor
8501.31.12,Stepper motor
8501.31.13,Wiper motor
8501.31.19,Other
8501.31.20,DC generators
8501.32,-- Of an output exceeding 750 W but not exceeding 75 kW
8501.32.10,DC motor
8501.32.20,DC generators
8501.33,-- Of an output exceeding 75 kW but not exceeding 375 kW
8501.33.10,DC motors
8501.33.20,DC generators
8501.34,-- Of an output exceeding 375 kW
8501.34.10,Of an output exceeding 375 kW but not exceeding 1000 kW
8501.34.20,Of an output exceeding 1000 kW but not exceeding 2000 kW
8501.34.30,Of an output exceeding 2000 kW but not exceeding 5000 kW
8501.34.40,Of an output exceeding 5000 kW but not exceeding 10000 kW
8501.34.50,Of an output exceeding 10000 kW
8501.40,"Other AC motors, single-phase"
8501.40.10,Fractional Horse power motor
8501.40.90,"Other <br> Other AC motors, multi-phase:"
8501.51,-- Of an output not exceeding 750 W
8501.51.10,Squirrel cage induction motor 3 phase type
8501.51.20,Slipring motor
8501.51.90,Other
8501.52,-- Of an output exceeding 750 W but not exceeding 75 kW
8501.52.10,"Squirrel cage induction motor, 3 phase type"
8501.52.20,Slipring motor
8501.52.90,Other
8501.53,-- Of an output exceeding 75 kW
8501.53.10,"Squirrel cage induction motor, 3 phase type"
8501.53.20,Slipring motor
8501.53.30,Traction motor
8501.53.90,Other <br> AC generators (alternators) :
8501.61,-- Of an output not exceeding 75 kVA
8501.61.00,Of an output not exceeding 75 kVA
8501.62,-- Of an output exceeding 75 kVA but not exceeding 375 kVA
8501.62.00,Of an output exceeding 75 kVA but not exceeding 375 kVA
8501.63,-- Of an output exceeding 375 kVA but not exceeding 750 kVA
8501.63.00,Of an output exceeding 375 kVA but not exceeding 750 kVA
8501.64,-- Of an output exceeding 750 kVA
8501.64.10,Of an output exceeding 750 kVA but not exceeding 2000 KVA
8501.64.20,Of an output exceeding 2000 KVA but not exceeding 5000 KVA
8501.64.30,Of an output exceeding 5000 kVA but not exceeding 15000 kVA
8501.64.40,Of an output exceeding 15000 kVA but not exceeding 37500 kVA
8501.64.50,Of an output exceeding 37500 kVA but not exceeding 75000 KVA
8501.64.60,Of an output exceeding 75000 kVA but not exceeding 137500 kVA
8501.64.70,Of an output exceeding 137500 kVA but not exceeding 312500 kVA
8501.64.80,Of an output exceeding 312500 kVA
8502,Electric generating sets and rotary converters.
8502.11,-- Of an output not exceeding 75 kVA
8502.11.00,Of an output not exceeding 75 kVA
8502.12,-- Of an output exceeding 75 kVA but not exceeding 375 kVA
8502.12.00,Of an output exceeding 75 kVA but not exceeding 375 kVA
8502.13,-- Of an output exceeding 375 kVA
8502.13.10,Of an output exceeding 375 kVA but not exceeding 1000 kVA
8502.13.20,Of an output exceeding 1000 kVA but not exceeding 1500 kVA
8502.13.30,Of an output exceeding 1500 kVA but not exceeding 2000 kVA
8502.13.40,Of an output exceeding 2000 kVA but not exceeding 5000 kVA
8502.13.50,Of an output exceeding 5000 kVA but not exceeding 10000 kVA
8502.13.60,Of an output exceeding 10000 kVA
8502.20.10,Electric portable generators of an output not exceeding 3.5kVA
8502.20.90,Other <br> other generating sets :
8502.31,Wind-Powered
8502.31.00,Wind-powered
8502.39,Other
8502.39.10,Powered by steam engine
8502.39.20,Powered by water turbine
8502.39.90,Other
8502.40,electric Rotary converters
8502.40.00,Electric rotary converters
8503.00.10,Parts of generator (AC/DC) <br> Parts or electric motor :
8503.00.21,Of DC motor
8503.00.29,Other
8503.00.90,Other
8504.10,Ballasts for Discharge lamps or tubes
8504.10.10,Conventional type
8504.10.20,For Compact Fluorescent Lamps
8504.10.90,Other <br> liquid dielectric transformers :
8504.21,-- Having a power handling capacity not exceeding 650 kVA
8504.21.00,Having a power handling capacity not exceeding 650 kVA
8504.23,"-- Having a power handling capacity exceeding 10,000 kVA"
8504.31,-- Having a power handling capacity not exceeding 1 kVA
8504.31.00,Having a power handling capacity not exceeding 1 kVA
8504.34,-- Having a power handling capacity exceeding 500 kVA
8504.34.00,Having a power handling capacity exceeding 500 kVA
8504.40,Static converters
8504.40.10,Electric inverter <br> rectifier :
8504.40.21,Dip bridge rectifier
8504.40.29,Other
8504.40.30,Battery chargers
8504.40.40,Voltage Regulator and Stabilizers
8504.40.90,Other
8504.50,Other inductors
8504.50.10,Choke coils (chokes)
8504.50.90,Others
8504.90,Parts
8504.90.10,Of transformers
8504.90.90,Other
8505,"or permanent magnet chucks, clamps and similar holding devices;"
8505.11,of metal
8505.11.10,Ferrite cores
8505.11.90,Other
8505.19,Other
8505.19.00,Other
8505.20,"Electro-magnetic couplings, Clutches and brakes"
8505.20.00,"Electro-magnetic couplings, clutches and brakes"
8505.90,"Other, including Parts"
8505.90.00,"OTHER, including parts"
8506,Primary cells and primary batteries.
8506.10,Manganese dioxide
8506.10.00,Manganese dioxide
8506.30,Mercuric oxide
8506.30.00,Mercuric oxide
8506.40,Silver oxide
8506.40.00,Silver oxide
8506.50,Lithium
8506.50.00,Lithium
8506.60,air-zinc
8506.60.00,Air-Zinc
8506.80,Other primary cells and primary batteries
8506.80.10,Button Cell
8506.80.90,Other
8506.90,Parts
8506.90.00,Parts
8507.10.00,Lead-acid of a kind used for starting piston engines
8507.20.00,Other lead-acid accumulators
8507.30.00,Nickel-cadmium
8507.40.00,Nickel-Iron
85075000,Nickel metal hydride
85076000,Lithium- ion
8507.80.00,Other accumulators
8507.90,Parts
8507.90.10,Accumulator cases made of hard rubber and separators
8507.90.90,Other
8508,Vacuum cleaners.
8508.11.00,exceeding 1500 w and having a dust bag or other receptacle capacity not
8508.19.00,Other
8508.60,Other Vacuum cleaners
8508.60.00,Other vacuum cleaners
8508.70.00,Parts
8509.40,- Food grinders and mixers; fruit or vegetable juice extractors
8509.40.10,Food grinders
8509.40.90,Other
8509.80,Other Appliances
8509.80.00,Other appliances
8509.90,Parts
8509.90.00,Parts
8510.10,Shavers
8510.10.00,Shavers
8510.20,hair clippers
8510.20.00,Hair clippers
8510.30,hair-removing Appliances
8510.30.00,Hair-removing appliances
8510.90,Parts
8510.90.00,Parts
8511.10,Sparking plugs
8511.10.00,Sparking plugs
8511.20,- Ignition magnetos; magneto-dynamos; magnetic flywheels
8511.20.10,Electronic magnetos
8511.20.90,Other
8511.30,- Distributors; ignition coils
8511.30.10,Distributors
8511.30.20,Ignition coils
8511.40,Starter motors and dual purpose Starter-generators
8511.40.00,Starter motors and dual purpose starter-generators
8511.50,Other generators
8511.50.00,Other generators
8511.80,Other equipment
8511.80.00,Other equipment
8511.90,Parts
8511.90.00,Parts
8512,"heading 8539), windscreen wipers, defrosters and demisters, of a"
8512.10,lighting or visual signalling equipment of a kind used on bicycles
8512.10.00,Lighting or visual signalling equipment of a kind used on bicycles
8512.20,Other lighting or visual signalling equipment
8512.20.10,"Head lamps, tail lamp, stop lamp, side lamp and blinkers"
8512.20.20,Other automobile lighting equipment
8512.20.90,Other
8512.30,sound signalling equipment
8512.30.10,Horn
8512.30.90,Other
8512.40,"Windscreen wipers, defrosters and demisters"
8512.40.00,"Windscreen wipers, defrosters and demisters"
8512.90,Parts
8512.90.00,Parts
8513,"energy (for example, dry batteries, accumulators, magnetos), other"
8513.10,lamps
8513.10.10,Torch
8513.10.20,Other flash lights excluding those for photographic purposes
8513.10.30,Miners safety lamps
8513.10.40,Magneto lamps
8513.10.90,Other
8513.90,Parts
8513.90.00,Parts
8514.10,Resistance heated furnaces and ovens
8514.10.00,Resistance heated furnaces and ovens
8514.20,furnaces and ovens functioning by induction or dielectric loss
8514.20.00,Furnaces and ovens functioning by induction or dielectric loss
